President,Year,Party,Role,Intelligence Leader,Publication Title,Sentence,Sentiment
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Taking such an approach, we reach four key findings on Chinese nuclear posture: First, from a theoretical perspective, traditional approaches such as neo-Realist and organization theory do not adequately predict and explain key aspects of Chinese nuclear doctrine and force structure.",-0.3800326
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Rather, an understanding of such variables as domestic political, technological, historical, and cultural factors provide far greater insight and predictive capacity about the drivers that shape China's doctrinal and force structure decisions.",0.36210185
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Second, from a technical perspective, although we agree with analysts who highlight the role of technology in shaping Chinese doctrine, we go beyond the somewhat simplistic understanding that technology drives doctrine.",0.24840409
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Rather, we see patterns of rational strategic choice made for China's nuclear posture, though technology limited the realm of the possible for Chinese leaders.",-0.00023823977
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Perhaps it could be said that the Chinese made a virtue out of necessity in the construction of their nuclear deterrent, accepting the technological constraints of the system and making rational choices under those constraints.",0.11969181
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Third, we find that the evolution over time of China's doctrine and force structure is the story of trying to close the gap between real capability, on the one hand, and what one might call ""aspirational doctrine"" on the other.",-0.07121934
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"In the Chinese case, the discontinuity between reality and aspiration is of times referred to as the ""capabilities-doctrine gap.""",-0.269692
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"At the present stage in the Second Artillery's modernization, China is nearing an historic convergence between doctrine and capability, allowing it to increasingly achieve a degree of credible minimal deterrence vis- -vis",0.5308597
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"the continental United States--a convergence of its doctrine and capability it has not confidently possessed since the weaponization of China's nuclear program in the mid- s. Finally, for the future, the doctrine and force structure of China's Second Artillery should be analyzed at three distinct levels, reflecting a multifaceted force with very different missions: a posture of credible minimal deterrence with regard to the continental United States and Russia; a more offensive-oriented posture of ""limited deterrence"" with regard to China's theater nuclear forces; and an offensively configured, preemptive, counterforce warfighting posture of ""active defense"" or ""offensive defense"" for the Second Artillery's conventional missile forces.",-0.12446949
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,Theoretical Examination of China's Nuclear Posture,-0.101291046
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"First, we begin with a theoretical analysis of Chinese nuclear posture.",-0.021708146
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Second, in the absence of an open and official declaration of Chinese nuclear doctrine, we examine China's declared nuclear principles to inferentially deduce certain aspects of China's nuclear doctrine.",-0.118992396
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"In a third and fourth section, we test these findings by closely examining empirical data on China's current and likely future nuclear force structure.",0.02222516
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"A final section draws these findings together to reach conclusions about China's past, present, and likely future nuclear force posture.",0.009543495
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"One observer of China's nuclear program states that ""for about years after China exploded its first nuclear weapon there was no coherent, publicly articulated nuclear doctrine.""",-0.43750104
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"In a similar vein, others have noted that China's nuclear weapons program ""proceeded without such strategic guidance"" and that ""until the early s, there were no scenarios, no detailed linkage of the weapons to foreign policy objectives, and no serious strategic research.""",-0.42898184
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"In the absence of definitive official, authoritative open- source documentation to describe China's nuclear doctrine, how can analysts begin to understand Chinese nuclear posture?",-0.35996673
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"To start, one can briefly consider several theories, or ""analytical lenses,"" to deduce likely Chinese doctrinal choices.",0.022374664
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"According to neo-Realist predictions about nuclear posture, China, as ""revisionist power,"" would likely prefer offensive weapons and doctrines.",-0.33838958
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Furthermore, neo-Realism would predict that as a country that faced a number of powerful adversaries in the formative years of its nuclear weapons program (first the United States and then the United States and the Soviet Union), China would wish to pursue offensive weapons and doctrines.",-0.25795767
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,"Neo-Realism would also predict that, as a revisionist power with limited means to detect imminent attack, Chinese doctrine would favor offensive, preventive war strategies.",-0.30395854
Bill Clinton,1999,Democratic,Director of Central Intelligence (DCI),George Tenet,2000: China and Weapons of Mass Destruction: Implications for the United States,An organization theory framework would suggest that under the highly militarized domestic conditions during the initial development of China's nuclear arsenal (from the mid- s to the early- s) China would have likely pursued an offensive nuclear posture.,-0.07906425
